fit_model_type,model_parameter,subject,bootstrap_num,fit_value
full_donut_period-full_amps-absolute,abs_mode_obliques,all,18,-0.021186973869029763
full_donut_period-full_amps-absolute,abs_mode_obliques,all,19,-0.024285668818184454
full_donut_period-full_amps-absolute,abs_mode_obliques,all,20,-0.024239894620242633
full_donut_period-full_amps-absolute,abs_mode_obliques,all,21,-0.02930482148155955
full_donut_period-full_amps-absolute,abs_mode_obliques,all,22,-0.028981830484951607
full_donut_period-full_amps-absolute,abs_mode_obliques,all,23,-0.04860688651190512
full_donut_period-full_amps-absolute,abs_mode_obliques,all,24,-0.028440890304406045
full_donut_period-full_amps-absolute,abs_mode_obliques,all,25,-0.05010537115531796
full_donut_period-full_amps-absolute,abs_mode_obliques,all,26,-0.026086379848796217
full_donut_period-full_amps-absolute,abs_mode_obliques,all,27,-0.0375421853473536
full_donut_period-full_amps-absolute,abs_mode_obliques,all,28,-0.032528728658253424
full_donut_period-full_amps-absolute,abs_mode_obliques,all,29,-0.026567036753962853
full_donut_period-full_amps-absolute,abs_mode_obliques,all,30,-0.030336760902349207
full_donut_period-full_amps-absolute,abs_mode_obliques,all,31,-0.03603737041803059
full_donut_period-full_amps-absolute,abs_mode_obliques,all,32,-0.01958065562231525
full_donut_period-full_amps-absolute,abs_mode_obliques,all,33,-0.030490564971967893
full_donut_period-full_amps-absolute,abs_mode_obliques,all,34,-0.030813355902723712
full_donut_period-full_amps-absolute,abs_mode_obliques,all,35,-0.04253638651174137
